iter	Passed	Remaining
0	280	27728
1	544	26690
2	817	26431
3	1083	25995
4	1378	26190
5	1641	25712
6	1902	25270
7	2190	25188
8	2459	24868
9	2715	24439
10	3014	24386
11	3283	24079
12	3554	23788
13	3835	23558
14	4113	23311
15	4390	23048
16	4713	23011
17	5004	22796
18	5294	22570
19	5565	22263
20	5847	21997
21	6100	21628
22	6359	21289
23	6625	20979
24	6883	20651
25	7168	20401
26	7436	20105
27	7703	19809
28	7990	19562
29	8263	19282
30	8543	19016
31	8808	18718
32	9074	18423
33	9360	18169
34	9623	17872
35	9896	17594
36	10173	17323
37	10432	17021
38	10683	16709
39	10958	16438
40	11226	16154
41	11496	15875
42	11761	15590
43	12014	15291
44	12302	15036
45	12555	14738
46	12818	14454
47	13087	14178
48	13349	13894
49	13609	13609
50	13885	13340
51	14150	13061
52	14420	12788
53	14688	12512
54	14947	12229
55	15235	11971
56	15522	11709
57	15775	11423
58	16029	11138
59	16307	10871
60	16586	10604
61	16853	10329
62	17129	10060
63	17382	9777
64	17654	9506
65	17916	9229
66	18161	8945
67	18412	8664
68	18678	8391
69	18941	8117
70	19194	7840
71	19468	7571
72	19748	7304
73	20027	7036
74	20282	6760
75	20550	6489
76	20829	6221
77	21092	5949
78	21348	5674
79	21638	5409
80	21906	5138
81	22172	4867
82	22446	4597
83	22707	4325
84	22975	4054
85	23249	3784
86	23522	3514
87	23768	3241
88	23990	2965
89	24207	2689
90	24399	2413
91	24596	2138
92	24853	1870
93	25069	1600
94	25290	1331
95	25497	1062
96	25685	794
97	25874	528
98	26072	263
99	26285	0
