iter	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	BalancedAccuracy:use_weights=true	BalancedAccuracy:use_weights=false
0	0.6743469563	0.6812420021	0.6541095753	0.6812420027	0.6812420027
1	0.6591526375	0.6845761856	0.6898564592	0.6845761854	0.6845761854
2	0.6467552203	0.6852280786	0.6851964949	0.6852280786	0.6852280786
3	0.6371477727	0.6858787933	0.6953215937	0.6858787931	0.6858787931
4	0.6291025109	0.6858062351	0.6955688243	0.6858062349	0.6858062349
5	0.6227071569	0.6862987428	0.699754373	0.6862987425	0.6862987425
6	0.617467959	0.686422751	0.6991082322	0.6864227507	0.6864227507
7	0.6131330394	0.6866120381	0.7004579781	0.6866120378	0.6866120378
8	0.6096540288	0.6865299601	0.6999895762	0.6865299597	0.6865299597
9	0.6068179189	0.686466869	0.6991189233	0.6864668687	0.6864668687
10	0.6044392513	0.6865488895	0.6987480773	0.6865488892	0.6865488892
11	0.602516948	0.6865456635	0.699785778	0.6865456632	0.6865456632
12	0.6008796012	0.6866910129	0.7005962937	0.6866910125	0.6866910125
13	0.5996087375	0.6867798334	0.7011335193	0.686779833	0.686779833
14	0.5985158411	0.6869413093	0.7005281382	0.686941309	0.686941309
15	0.5976297888	0.6867657278	0.6984420458	0.6867657275	0.6867657275
16	0.5968800765	0.6868421186	0.7009731534	0.6868421182	0.6868421182
17	0.5962336662	0.6869907548	0.704032132	0.6869907544	0.6869907544
18	0.595706719	0.6869557261	0.7027759328	0.6869557257	0.6869557257
19	0.5953048011	0.6870991813	0.7039425944	0.6870991809	0.6870991809
20	0.5949648687	0.6871061313	0.7026790451	0.6871061309	0.6871061309
21	0.5946170154	0.6870718516	0.703003786	0.6870718513	0.6870718513
22	0.5943256491	0.6870929788	0.7040087453	0.6870929784	0.6870929784
23	0.594106568	0.6871251067	0.7045967534	0.6871251063	0.6871251063
24	0.5939192973	0.6871137924	0.704399637	0.687113792	0.687113792
25	0.5937664213	0.6871514223	0.7044477468	0.6871514219	0.6871514219
26	0.593596713	0.6871162635	0.7044958565	0.6871162631	0.6871162631
27	0.593469843	0.6873075567	0.7047210369	0.6873075563	0.6873075563
28	0.5933769895	0.6873246826	0.7042659988	0.6873246822	0.6873246822
29	0.5932811265	0.6873851305	0.7039118576	0.6873851301	0.6873851301
30	0.5931974721	0.6874008174	0.7039125258	0.687400817	0.687400817
31	0.5931452803	0.6874016891	0.7041256787	0.6874016887	0.6874016887
32	0.5930967434	0.6874522912	0.7033726274	0.6874522909	0.6874522909
