iter	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	BalancedAccuracy:use_weights=true	BalancedAccuracy:use_weights=false
0	0.6931378367	0.6815832915	0.6510779926	0.6815832922	0.6815832922
1	0.6931284608	0.6854873685	0.6999955899	0.6854873682	0.6854873682
2	0.6931190972	0.6853190028	0.7006517535	0.6853190024	0.6853190024
3	0.693109755	0.685982644	0.6943774397	0.6859826437	0.6859826437
4	0.6931003873	0.6855728143	0.6926922619	0.6855728141	0.6855728141
5	0.6930909255	0.6860518807	0.695731863	0.6860518805	0.6860518805
6	0.6930814349	0.685937124	0.6951398457	0.6859371238	0.6859371238
7	0.693071936	0.6858244869	0.7016527037	0.6858244865	0.6858244865
8	0.6930625232	0.6859160478	0.6994095864	0.6859160474	0.6859160474
9	0.6930531134	0.6859720259	0.7001472693	0.6859720255	0.6859720255
10	0.6930436583	0.6859365823	0.6984460549	0.685936582	0.685936582
11	0.6930341741	0.686134004	0.6979703029	0.6861340037	0.6861340037
12	0.6930246074	0.6860619314	0.6968504147	0.6860619312	0.6860619312
13	0.6930151626	0.6860924871	0.6967515225	0.6860924869	0.6860924869
14	0.6930057717	0.6860340288	0.6961855647	0.6860340286	0.6860340286
15	0.6929962154	0.6860821548	0.6963305621	0.6860821546	0.6860821546
16	0.6929867207	0.6861867536	0.6986879401	0.6861867533	0.6861867533
17	0.6929773998	0.6862195409	0.6987059812	0.6862195406	0.6862195406
18	0.6929679391	0.6862030448	0.6983371398	0.6862030445	0.6862030445
19	0.6929584259	0.6862267016	0.6985569746	0.6862267013	0.6862267013
20	0.692948997	0.6863764582	0.6984306865	0.6863764579	0.6863764579
21	0.6929398148	0.6864258774	0.6979081612	0.6864258771	0.6864258771
22	0.6929304122	0.6865111485	0.6977477953	0.6865111482	0.6865111482
23	0.6929210412	0.6863036901	0.6958427827	0.6863036899	0.6863036899
24	0.6929115101	0.6862970085	0.6959503614	0.6862970083	0.6862970083
25	0.6929021565	0.6864498429	0.6966265708	0.6864498426	0.6864498426
26	0.6928927767	0.6862901096	0.6962690885	0.6862901094	0.6862901094
27	0.6928833362	0.686370091	0.6974317409	0.6863700908	0.6863700908
28	0.6928739407	0.6866128013	0.6976669442	0.686612801	0.686612801
29	0.6928646154	0.6863717967	0.6961514869	0.6863717964	0.6863717964
30	0.6928552374	0.6862132026	0.6965717791	0.6862132024	0.6862132024
31	0.6928458786	0.6862643727	0.6965390377	0.6862643724	0.6862643724
32	0.6928364639	0.6862152976	0.6962089514	0.6862152973	0.6862152973
33	0.6928270116	0.6862969311	0.6959784254	0.6862969309	0.6862969309
34	0.6928176092	0.6862646929	0.6958274143	0.6862646927	0.6862646927
35	0.6928082972	0.6863179571	0.6971524371	0.6863179568	0.6863179568
36	0.6927989685	0.6862777787	0.6970361719	0.6862777784	0.6862777784
37	0.6927896348	0.686281473	0.6965564107	0.6862814728	0.6862814728
38	0.6927802207	0.6862903088	0.6965938294	0.6862903086	0.6862903086
39	0.6927709802	0.6862548207	0.6976215072	0.6862548205	0.6862548205
40	0.6927616903	0.6862695841	0.6969646754	0.6862695838	0.6862695838
41	0.6927524588	0.6863422181	0.6970208035	0.6863422178	0.6863422178
42	0.6927431615	0.6863109248	0.6963285575	0.6863109246	0.6863109246
43	0.692733887	0.6863298419	0.6960178487	0.6863298416	0.6863298416
44	0.6927244369	0.6863917756	0.6966466165	0.6863917753	0.6863917753
45	0.6927150001	0.6862912414	0.6969833848	0.6862912412	0.6862912412
46	0.692705758	0.6863309111	0.6968871653	0.6863309109	0.6863309109
47	0.6926962392	0.6863892624	0.6972272745	0.6863892622	0.6863892622
48	0.6926869705	0.6864330685	0.6962924752	0.6864330683	0.6864330683
49	0.6926775749	0.6863175974	0.6964889234	0.6863175971	0.6863175971
50	0.6926681644	0.6864649166	0.697246652	0.6864649163	0.6864649163
51	0.692658731	0.6865110431	0.697190524	0.6865110429	0.6865110429
52	0.6926493336	0.6865048497	0.6969887303	0.6865048494	0.6865048494
53	0.6926398519	0.6865391556	0.6975807475	0.6865391554	0.6865391554
54	0.6926304347	0.6864674264	0.6973288395	0.6864674261	0.6864674261
55	0.6926210116	0.6865731645	0.6973542308	0.6865731642	0.6865731642
56	0.6926117023	0.6865198221	0.6977778639	0.6865198218	0.6865198218
57	0.6926022978	0.6865364746	0.6977591546	0.6865364743	0.6865364743
58	0.6925928786	0.686552392	0.6980070534	0.6865523918	0.6865523918
59	0.6925835059	0.6866239188	0.6985970661	0.6866239185	0.6866239185
60	0.6925742012	0.6865486368	0.6983104122	0.6865486365	0.6865486365
61	0.6925648172	0.6866427675	0.6980464767	0.6866427673	0.6866427673
62	0.6925555292	0.6866387818	0.6981026047	0.6866387815	0.6866387815
63	0.6925461425	0.686602501	0.6985576428	0.6866025007	0.6866025007
64	0.6925369582	0.6866161408	0.6986391621	0.6866161405	0.6866161405
65	0.6925276711	0.6866639203	0.6985790249	0.68666392	0.68666392
66	0.6925184535	0.6866837625	0.6985943933	0.6866837622	0.6866837622
67	0.6925091076	0.6866399927	0.6984574142	0.6866399924	0.6866399924
68	0.6924997435	0.6866737694	0.6983150895	0.6866737691	0.6866737691
69	0.6924903418	0.6866516898	0.6977878868	0.6866516895	0.6866516895
70	0.6924809337	0.6867159357	0.6978426784	0.6867159355	0.6867159355
71	0.6924716666	0.6866955996	0.6977417816	0.6866955993	0.6866955993
72	0.6924624057	0.6867318326	0.6975687201	0.6867318323	0.6867318323
73	0.6924530962	0.6867600521	0.6981847922	0.6867600518	0.6867600518
74	0.6924438753	0.686734726	0.698173433	0.6867347257	0.6867347257
75	0.6924345561	0.6867175318	0.6983885905	0.6867175315	0.6867175315
76	0.6924252484	0.6866852936	0.6982375793	0.6866852933	0.6866852933
77	0.6924159367	0.686641122	0.698113964	0.6866411218	0.6866411218
78	0.6924065152	0.6866601609	0.69815606	0.6866601606	0.6866601606
79	0.6923971152	0.6866948628	0.6983398126	0.6866948625	0.6866948625
80	0.692387854	0.6867335727	0.6986578715	0.6867335724	0.6867335724
81	0.6923785282	0.6867012258	0.6986124345	0.6867012256	0.6867012256
82	0.6923692653	0.6866207957	0.6991342917	0.6866207954	0.6866207954
83	0.6923601188	0.6866211514	0.6990714817	0.686621151	0.686621151
84	0.6923508214	0.686560119	0.6989097795	0.6865601187	0.6865601187
85	0.69234135	0.6866156897	0.6992659253	0.6866156894	0.6866156894
86	0.6923320647	0.6866099276	0.6993046804	0.6866099273	0.6866099273
87	0.6923228399	0.6865685515	0.6992919848	0.6865685511	0.6865685511
88	0.6923134655	0.6865932125	0.6994784101	0.6865932122	0.6865932122
89	0.6923041525	0.6866113409	0.6993213852	0.6866113406	0.6866113406
90	0.6922948572	0.6865982799	0.6993608085	0.6865982795	0.6865982795
91	0.6922854195	0.6865906088	0.6996287531	0.6865906085	0.6865906085
92	0.692276043	0.6865811466	0.6997523684	0.6865811463	0.6865811463
93	0.6922667767	0.6865860279	0.699768405	0.6865860276	0.6865860276
94	0.6922574163	0.6866452987	0.7000396905	0.6866452984	0.6866452984
