iter	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	BalancedAccuracy:use_weights=true	BalancedAccuracy:use_weights=false
0	0.6931464571	0.6815832915	0.6510779926	0.6815832922	0.6815832922
1	0.6931457311	0.6854873685	0.6999955899	0.6854873682	0.6854873682
2	0.6931449976	0.6856024404	0.700870252	0.6856024401	0.6856024401
3	0.69314427	0.6858566306	0.6944275541	0.6858566304	0.6858566304
4	0.6931435393	0.6858762555	0.6946540708	0.6858762553	0.6858762553
5	0.6931428162	0.6857838994	0.6983765631	0.6857838991	0.6857838991
6	0.6931420964	0.6858851242	0.6973923177	0.6858851239	0.6858851239
7	0.6931413683	0.6861929628	0.6972960982	0.6861929625	0.6861929625
8	0.6931406314	0.686098785	0.6992311794	0.6860987847	0.6860987847
9	0.6931399003	0.6862570563	0.7015745254	0.686257056	0.686257056
10	0.6931391712	0.68620073	0.7009631306	0.6862007297	0.6862007297
11	0.6931384469	0.6861682736	0.7027438597	0.6861682732	0.6861682732
12	0.693137729	0.6863559729	0.7018905797	0.6863559725	0.6863559725
13	0.6931370018	0.6860575085	0.6993808542	0.6860575082	0.6860575082
14	0.6931362779	0.6861671913	0.698306403	0.686167191	0.686167191
15	0.6931355509	0.6861996731	0.6991630239	0.6861996728	0.6861996728
16	0.6931348293	0.6862142019	0.6975326378	0.6862142017	0.6862142017
17	0.6931340938	0.6864639065	0.6999949217	0.6864639061	0.6864639061
18	0.6931333674	0.6863849911	0.6972546703	0.6863849908	0.6863849908
19	0.6931326368	0.686400873	0.6999635168	0.6864008727	0.6864008727
20	0.6931319162	0.6865864436	0.7016025894	0.6865864432	0.6865864432
21	0.6931311841	0.6865338305	0.7013647134	0.6865338302	0.6865338302
22	0.6931304546	0.6864842698	0.6992919848	0.6864842695	0.6864842695
23	0.6931297403	0.6865734583	0.6988356103	0.686573458	0.686573458
24	0.6931290007	0.6866064884	0.698170092	0.6866064882	0.6866064882
25	0.6931282633	0.6864722369	0.6991570102	0.6864722366	0.6864722366
26	0.6931275368	0.6866026229	0.6989104477	0.6866026226	0.6866026226
27	0.6931268036	0.686430222	0.7002361387	0.6864302216	0.6864302216
28	0.6931260703	0.6864103336	0.7001713242	0.6864103333	0.6864103333
29	0.6931253367	0.6866642692	0.699841906	0.6866642689	0.6866642689
30	0.6931246073	0.6867614976	0.699513156	0.6867614972	0.6867614972
31	0.6931238804	0.6867558458	0.6991149142	0.6867558455	0.6867558455
32	0.6931231533	0.6867247138	0.7001506103	0.6867247135	0.6867247135
33	0.6931224284	0.6867500145	0.7006343806	0.6867500141	0.6867500141
34	0.6931216964	0.6867553987	0.700468001	0.6867553984	0.6867553984
35	0.6931209829	0.6866470314	0.7010653638	0.6866470311	0.6866470311
36	0.6931202595	0.6866270394	0.7001118552	0.6866270391	0.6866270391
37	0.6931195212	0.6866594949	0.700051718	0.6866594946	0.6866594946
38	0.6931187978	0.6866897979	0.6995151606	0.6866897976	0.6866897976
39	0.6931180596	0.6865755269	0.7006657855	0.6865755265	0.6865755265
40	0.6931173289	0.6866044716	0.6998940249	0.6866044713	0.6866044713
41	0.6931166013	0.6866181205	0.6997075996	0.6866181201	0.6866181201
42	0.6931158763	0.6866460667	0.6993641494	0.6866460664	0.6866460664
43	0.6931151501	0.6867027133	0.6992639208	0.686702713	0.686702713
44	0.6931144176	0.6867788078	0.6992559025	0.6867788075	0.6867788075
45	0.6931136921	0.6867390146	0.6993307399	0.6867390143	0.6867390143
46	0.6931129704	0.6866808642	0.6989839487	0.6866808639	0.6866808639
47	0.6931122432	0.686739236	0.6998459151	0.6867392357	0.6867392357
48	0.6931115145	0.6868227917	0.6998445788	0.6868227913	0.6868227913
49	0.6931107796	0.6868412115	0.700111187	0.6868412112	0.6868412112
50	0.6931100578	0.6868707259	0.6997283135	0.6868707256	0.6868707256
51	0.6931093258	0.686690491	0.6999254299	0.6866904907	0.6866904907
52	0.6931086056	0.6866633424	0.6998472515	0.686663342	0.686663342
53	0.6931078759	0.6867707408	0.6999321118	0.6867707405	0.6867707405
54	0.6931071454	0.6867504705	0.6990133491	0.6867504702	0.6867504702
55	0.6931064223	0.686718732	0.6993427673	0.6867187317	0.6867187317
56	0.6931056976	0.6866651648	0.6999140706	0.6866651645	0.6866651645
57	0.6931049664	0.6868280393	0.699198438	0.686828039	0.686828039
58	0.6931042322	0.686783527	0.6992645889	0.6867835267	0.6867835267
59	0.6931034981	0.6868069236	0.6989832805	0.6868069233	0.6868069233
60	0.6931027776	0.6867782843	0.6989164614	0.686778284	0.686778284
61	0.6931020493	0.6868159068	0.698901093	0.6868159065	0.6868159065
62	0.6931013168	0.6868903689	0.6994189411	0.6868903686	0.6868903686
63	0.6931005937	0.6867737626	0.6995639385	0.6867737623	0.6867737623
64	0.6930998645	0.6867162485	0.7001773379	0.6867162481	0.6867162481
