iter	Passed	Remaining
0	520	520003
1	965	481869
2	1701	565344
3	2129	530241
4	2563	510164
5	2915	483022
6	3444	488563
7	3811	472601
8	4391	483550
9	4795	474733
10	5898	530359
11	6897	567866
12	7445	565255
13	7828	551385
14	8512	558979
15	9372	576408
16	10432	603220
17	10952	597507
18	11623	600142
19	12310	603192
20	12756	594696
21	13776	612413
22	14308	607798
23	14702	597883
24	15241	594411
25	15665	586851
26	16206	584019
27	16723	580556
28	17440	583954
29	17877	578031
30	18435	576262
31	18795	568568
32	19280	564979
33	19660	558579
34	20129	554995
35	20564	550676
36	21028	547319
37	22020	557463
38	22613	557232
39	23140	555367
40	23610	552260
41	24058	548766
42	24600	547504
43	25028	543810
44	25741	546288
45	26242	544247
46	26633	540035
47	27226	539990
48	27654	536726
49	28162	535092
50	28801	535929
51	29690	541284
52	30499	544965
53	30912	541538
54	31497	541176
55	31992	539307
56	32505	537761
57	32896	534284
58	33681	537191
59	34504	540564
60	35838	551677
61	36589	553566
62	36956	549651
63	38729	566426
64	39766	572022
65	42603	602910
66	43225	601937
67	43891	601577
68	44643	602365
69	46187	613639
70	46835	612823
71	47535	612685
72	48281	613106
73	48802	610687
74	50989	628873
75	51917	631209
76	52763	632478
77	54866	648544
78	55775	650238
79	56647	651440
80	57478	652127
81	58870	659062
82	59745	660080
83	60445	659146
84	60953	656150
85	61655	655264
86	62560	656530
87	63250	655506
88	63742	652465
89	64370	650857
90	64833	647620
91	65484	646300
92	66121	644865
93	67101	646747
94	67821	646084
95	68611	646093
96	69247	644646
97	69749	641984
98	70782	644191
99	71539	643856
100	72147	642183
101	72698	640032
102	73316	638498
103	73814	635944
104	74707	636794
105	75403	635948
106	75952	633882
107	76623	632851
108	77244	631416
109	77813	629583
110	78846	631484
111	79590	631039
112	80197	629512
113	80688	627106
114	81329	625884
115	81810	623451
116	82693	624090
117	83396	623353
118	83913	621241
119	84602	620416
120	85238	619214
121	85735	617011
122	86643	617773
123	87290	616665
124	87809	614664
125	88423	613348
126	88910	611171
127	89558	610117
128	90401	610385
129	91291	610953
130	91800	608969
131	92444	607894
132	92911	605669
133	93516	604365
134	93993	602256
135	94859	602636
136	95472	601405
137	95992	599604
138	96640	598617
139	97335	597921
140	97880	596308
141	99206	599431
142	99757	597847
143	100452	597133
144	101038	595778
145	101659	594635
146	102754	596256
147	103604	596424
148	104260	595473
149	104805	593897
150	105425	592756
151	105755	590002
152	106418	589128
153	106756	586469
154	107198	584405
155	107615	582228
156	107989	579841
157	108434	577861
158	108755	575240
159	109175	573169
160	109556	570919
161	109892	568455
162	110488	567356
163	110807	564846
164	111262	563057
165	111591	560644
166	111905	558186
167	112405	556674
168	112696	554147
169	113070	552052
170	113418	549845
171	113717	547432
172	114173	545788
173	114609	544068
174	114950	541908
175	115443	540485
176	115762	538264
177	116153	536393
178	116475	534223
179	116785	532022
180	117191	530276
181	117505	528127
182	117832	526061
183	118454	525321
184	118875	523694
185	119332	522239
186	119631	520107
187	119924	517970
188	120509	517105
189	120897	515406
190	121507	514655
191	123306	518913
192	125398	524334
193	125923	523166
194	127362	525779
195	128061	525313
196	128551	523995
197	129050	522720
198	129450	521053
199	129872	519488
200	130559	518989
201	130911	517167
202	131343	515669
203	131648	513688
204	131930	511633
205	132326	510036
206	132629	508091
207	132932	506166
208	133334	504629
209	133641	502747
210	134062	501303
211	134510	499974
212	134817	498129
213	135184	496520
214	135493	494710
215	135802	492914
216	136180	491379
217	136487	489602
218	136787	487812
219	137164	486309
220	137480	484602
221	137813	482966
222	138386	482179
223	138674	480408
224	139057	478975
225	139394	477396
226	139758	475917
227	140270	474951
228	140570	473274
229	140869	471605
230	141296	470375
231	141603	468756
232	141899	467112
233	142551	466642
234	142837	464982
235	143219	463643
236	143505	462001
237	143800	460402
238	144171	459057
239	144466	457478
240	144767	455928
241	145145	454630
242	145447	453101
243	145743	451564
244	146293	450824
245	146587	449297
246	146905	447853
247	147277	446584
248	147557	445044
249	147850	443550
250	148226	442317
251	148531	440879
252	148812	439380
253	149180	438145
254	149499	436773
255	149805	435370
256	150327	434602
257	150631	433211
258	150919	431781
259	151321	430684
260	151615	429285
261	151903	427881
262	152288	426755
263	152613	425468
264	152906	424099
265	153315	423058
266	153630	421764
267	154050	420764
268	154487	419815
269	154800	418535
270	155176	417429
271	155474	416124
272	155759	414787
273	156110	413635
274	156425	412393
275	156717	411099
276	157086	410011
277	157393	408769
278	157697	407526
279	158213	406835
280	158632	405896
281	159008	404851
282	159394	403835
283	159719	402672
284	160237	401998
285	160648	401060
286	161534	401302
287	162758	402376
288	163184	401468
289	163513	400326
290	163869	399255
291	164429	398684
292	164990	398117
293	166990	401004
294	167595	400525
295	168102	399811
296	168430	398675
297	168764	397558
298	169145	396558
299	169487	395470
300	169786	394287
301	170430	393907
302	171181	393774
303	171523	392699
304	172761	393670
305	173718	393988
306	174703	394363
307	175431	394150
308	176043	393677
309	176619	393120
310	177749	393792
311	178346	393277
312	178691	392208
313	179355	391839
314	179767	390923
315	180282	390232
316	180621	389161
317	181401	389042
318	182933	390525
319	183445	389821
320	184592	390461
321	185901	391432
322	187429	392846
323	189184	394717
324	190884	396452
325	191946	396846
326	192458	396099
327	192873	395154
328	196535	400836
329	199305	404650
330	199636	403495
331	200039	402489
332	200389	401381
333	200833	400463
334	201304	399605
335	202835	400840
336	203651	400656
337	204111	399769
338	205390	400481
339	205706	399313
340	206451	398977
341	206955	398176
342	207331	397132
343	208068	396782
344	208514	395875
345	209165	395358
346	209574	394386
347	210121	393675
348	210471	392597
349	210825	391532
350	211328	390747
351	211990	390255
352	212338	389186
353	212662	388079
354	214061	388928
355	214703	388396
356	215126	387467
357	215418	386308
358	215723	385177
359	216116	384207
360	216441	383118
361	216747	382003
362	217161	381080
363	217658	380305
364	218242	379682
365	218627	378715
366	219023	377771
367	219354	376717
368	219670	375643
369	220052	374683
370	220352	373589
371	220644	372485
372	221035	371552
373	221351	370497
374	221656	369428
375	222198	368755
376	222523	367725
377	222829	366667
378	223282	365852
379	223569	364770
380	223933	363818
381	224266	362818
382	224568	361771
383	224935	360834
384	225273	359852
385	225562	358796
386	226068	358087
387	226558	357354
388	226923	356427
389	227292	355509
390	227614	354520
391	228016	353659
392	228339	352677
393	228629	351648
394	229020	350778
395	229320	349771
396	229624	348774
397	230145	348108
398	230445	347112
399	230737	346106
400	231135	345262
401	231427	344262
402	231721	343269
403	232116	342429
404	232413	341446
405	232714	340474
406	233119	339655
407	233413	338678
408	233718	337719
409	234499	337451
410	234947	336700
411	235378	335928
412	235831	335188
413	236271	334432
414	237375	334613
415	239431	336124
416	240730	336561
417	242785	338040
418	243523	337678
419	243927	336852
420	244484	336238
421	244889	335417
422	245384	334720
423	247173	335783
424	247496	334848
425	247827	333926
426	248276	333167
427	249854	333918
428	250550	333483
429	250965	332675
430	251349	331828
431	251693	330930
432	252116	330139
433	252427	329202
434	252746	328280
435	253607	328060
436	256114	329959
437	256517	329138
438	256928	328329
439	257272	327437
440	257623	326556
441	258102	325839
442	258651	325211
443	260253	325903
444	260571	324982
445	260975	324171
446	261324	323293
447	261737	322497
448	262458	322081
449	262802	321203
450	263232	320431
451	263667	319667
452	264465	319344
453	265274	319030
454	265699	318254
455	266300	317692
456	266635	316811
457	267106	316095
458	267942	315810
459	268999	315782
460	270597	316381
461	271465	316121
462	272486	316036
463	273652	316115
464	275440	316904
465	276018	316296
466	276489	315564
467	277547	315502
468	278348	315145
469	279304	314959
470	279763	314213
471	280956	314290
472	281850	314028
473	282972	314016
474	283683	313545
475	284245	312908
476	284619	312066
477	285093	311335
478	285451	310480
479	286032	309868
480	286497	309130
481	286908	308337
482	287257	307478
483	287626	306642
484	288164	305989
485	288545	305169
486	288980	304408
487	289319	303548
488	289906	302949
489	291409	303304
490	291740	302436
491	292649	302166
492	293254	301581
493	294495	301649
494	295479	301449
495	296261	301039
496	296839	300422
497	297430	299819
498	297804	298998
499	298802	298802
500	300492	299292
501	301237	298837
502	303049	299434
503	303487	298669
504	304027	298007
505	304425	297206
506	304787	296371
507	305248	295634
508	305605	294798
509	306374	294359
510	306730	293524
511	307264	292861
512	307622	292031
513	308028	291248
514	308369	290406
515	308712	289567
516	309192	288859
517	309564	288050
518	310289	287570
519	310898	286983
520	311281	286188
521	311638	285370
522	312080	284631
523	312439	283819
524	312917	283115
525	313455	282467
526	313794	281640
527	315914	282408
528	316326	281643
529	316966	281083
530	317610	280526
531	318745	280399
532	321677	281845
533	324730	283378
534	330867	287576
535	332504	287839
536	335994	289693
537	337639	289942
538	338155	289220
539	339050	288820
540	339875	288360
541	340551	287772
542	341480	287396
543	342875	287410
544	343715	286954
545	344392	286362
546	344839	285579
547	345314	284821
548	346245	284438
549	346649	283622
550	347306	283013
551	347668	282166
552	348124	281395
553	348438	280511
554	348736	279617
555	349222	278875
556	349608	278055
557	350238	277429
558	350673	276649
559	351942	276526
560	352377	275746
561	352714	274890
562	353190	274146
563	353496	273270
564	354018	272562
565	354649	271939
566	355599	271560
567	356309	270996
568	356684	270177
569	357195	269463
570	357564	268643
571	358703	268400
572	359265	267725
573	359743	266987
574	360431	266405
575	360981	265722
576	363289	266328
577	363639	265494
578	364070	264721
579	364400	263876
580	364708	263016
581	365187	262282
582	365548	261464
583	366365	260972
584	366704	260140
585	367262	259465
586	367583	258623
587	368036	257875
588	368382	257054
589	368696	256212
590	369150	255469
591	369455	254625
592	369924	253893
593	370396	253166
594	370734	252348
595	371186	251609
596	371510	250784
597	371884	249995
598	372233	249191
599	372559	248372
600	372926	247583
601	373292	246794
602	373629	245988
603	374224	245352
604	374554	244543
605	374916	243757
606	375320	243000
607	375664	242205
608	376297	241596
609	376906	240973
610	377558	240377
611	378432	239920
612	379411	239530
613	379771	238749
614	380939	238474
615	381450	237787
616	382248	237279
617	384038	237383
618	384405	236605
619	384956	235941
620	385426	235228
621	386704	235006
622	388523	235110
623	389337	234600
624	390306	234183
625	390979	233588
626	391412	232849
627	391961	232180
628	392281	231377
629	392582	230564
630	393000	229820
631	393307	229014
632	393615	228210
633	394177	227553
634	394504	226762
635	394864	225991
636	395198	225207
637	395495	224403
638	395821	223617
639	396182	222852
640	396489	222058
641	396843	221292
642	397192	220525
643	397486	219728
644	398016	219063
645	398355	218294
646	398675	217515
647	399080	216784
648	399393	216004
649	399669	215206
650	400066	214475
651	400368	213693
652	400653	212904
653	401060	212182
654	401404	211426
655	401709	210652
656	402247	210001
657	402564	209235
658	402948	208506
659	403238	207728
660	403536	206957
661	404092	206319
662	404394	205551
663	404686	204781
664	405080	204063
665	405387	203302
666	405684	202537
667	406225	201896
668	406538	201142
669	406975	200450
670	407281	199695
671	407617	198956
672	407985	198233
673	408300	197486
674	408599	196733
675	408964	196012
676	409279	195269
677	409585	194522
678	410134	193892
679	410435	193146
680	410758	192411
681	411153	191710
682	411441	190961
683	411747	190222
684	412133	189521
685	412416	188773
686	412713	188033
687	413126	187347
688	413406	186602
689	413698	185864
690	414236	185237
691	414557	184514
692	414939	183818
693	415249	183092
694	415546	182362
695	415888	181652
696	416213	180936
697	416536	180220
698	416936	179539
699	417258	178825
700	417561	178104
701	418057	177465
702	418363	176748
703	418648	176022
704	419067	175354
705	419364	174636
706	419671	173923
707	420102	173262
708	420412	172552
709	420725	171845
710	421161	171189
711	421451	170474
712	421938	169840
713	422306	169159
714	422614	168454
715	423012	167786
716	423324	167086
717	423637	166386
718	424029	165719
719	424349	165024
720	424661	164327
721	425060	163665
722	425372	162971
723	425669	162271
724	426214	161667
725	426513	160970
726	426920	160315
727	427238	159627
728	427545	158936
729	427949	158282
730	428261	157595
731	428572	156909
732	428978	156258
733	429299	155577
734	429588	154885
735	430164	154298
736	430540	153639
737	430949	152993
738	431248	152308
