iter	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	BalancedAccuracy:use_weights=true	BalancedAccuracy:use_weights=false
0	0.6911455525	0.6815832915	0.6510779926	0.6815832922	0.6815832922
1	0.6891780347	0.6854873685	0.6999955899	0.6854873682	0.6854873682
2	0.6872635422	0.6847428178	0.6867854532	0.6847428178	0.6847428178
3	0.6853716142	0.685748619	0.6918523458	0.6857486188	0.6857486188
4	0.6835109365	0.6858470063	0.6914340582	0.6858470061	0.6858470061
5	0.6816953391	0.6858672066	0.6924443631	0.6858672064	0.6858672064
6	0.6799353336	0.6861875868	0.6926956029	0.6861875867	0.6861875867
7	0.6781964289	0.6860685942	0.692779795	0.686068594	0.686068594
8	0.6765173565	0.6862354444	0.6971063319	0.6862354441	0.6862354441
9	0.6748504701	0.6862598116	0.6958113777	0.6862598114	0.6862598114
10	0.6732103202	0.6862262605	0.6940854403	0.6862262603	0.6862262603
11	0.6715944089	0.6864876818	0.6981206459	0.6864876815	0.6864876815
12	0.6700098113	0.6863216004	0.6976174981	0.6863216001	0.6863216001
13	0.6684638464	0.6864509154	0.6999428028	0.686450915	0.686450915
14	0.6669498295	0.6866087924	0.6992532297	0.6866087921	0.6866087921
15	0.6654903147	0.6866788943	0.6990367358	0.686678894	0.686678894
16	0.6640313472	0.6866170224	0.6999735396	0.686617022	0.686617022
17	0.6625980799	0.6866861727	0.6985142104	0.6866861724	0.6866861724
18	0.6612223348	0.6867391958	0.6970816088	0.6867391955	0.6867391955
19	0.6598616186	0.6865694339	0.6989057704	0.6865694336	0.6865694336
20	0.658533571	0.6867131707	0.6993748405	0.6867131704	0.6867131704
21	0.6572350126	0.6865622995	0.6999715351	0.6865622992	0.6865622992
22	0.6559687966	0.6865241626	0.6993795178	0.6865241623	0.6865241623
23	0.65472067	0.6866233426	0.6995338699	0.6866233423	0.6866233423
24	0.6534850123	0.686636295	0.6996000208	0.6866362947	0.6866362947
25	0.6522917637	0.6866141034	0.6998412378	0.6866141031	0.6866141031
26	0.6510977123	0.6865963397	0.6996675081	0.6865963393	0.6865963393
27	0.6499681312	0.6866732894	0.7000771092	0.6866732891	0.6866732891
28	0.64884751	0.6867265149	0.7014161641	0.6867265145	0.6867265145
29	0.6477351931	0.6867898191	0.701349345	0.6867898188	0.6867898188
30	0.646637601	0.6866904383	0.7012016748	0.6866904379	0.6866904379
31	0.645569981	0.68666994	0.7010934278	0.6866699396	0.6866699396
32	0.6445234887	0.6867111037	0.7003230035	0.6867111034	0.6867111034
33	0.6435149625	0.6867653582	0.6997670686	0.6867653579	0.6867653579
34	0.6425320001	0.6867050815	0.6998606154	0.6867050812	0.6867050812
35	0.641567604	0.6867094475	0.7009898582	0.6867094472	0.6867094472
36	0.6406282921	0.6867990377	0.7005201199	0.6867990374	0.6867990374
37	0.6397006804	0.6868193903	0.7004165503	0.68681939	0.68681939
38	0.6387805934	0.6867251468	0.7000597363	0.6867251465	0.6867251465
39	0.6378769039	0.6867000125	0.7003096397	0.6867000121	0.6867000121
40	0.6370122769	0.6867669008	0.7002000564	0.6867669004	0.6867669004
41	0.6361633962	0.6868670817	0.7009838445	0.6868670814	0.6868670814
42	0.6353025785	0.6868454598	0.7016139486	0.6868454594	0.6868454594
