iter	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	BalancedAccuracy:use_weights=true	BalancedAccuracy:use_weights=false
0	0.6930265386	0.6815832915	0.6510779926	0.6815832922	0.6815832922
1	0.6929056196	0.6854873685	0.6999955899	0.6854873682	0.6854873682
2	0.6927836139	0.6856024404	0.700870252	0.6856024401	0.6856024401
3	0.6926620395	0.6861113052	0.7038871345	0.6861113048	0.6861113048
4	0.6925415696	0.6859967453	0.7025621117	0.6859967449	0.6859967449
5	0.6924217483	0.6861603699	0.692377544	0.6861603697	0.6861603697
6	0.6923025951	0.6861558769	0.6981092867	0.6861558767	0.6861558767
7	0.6921814798	0.6862782907	0.6965858111	0.6862782904	0.6862782904
8	0.6920631593	0.6862921666	0.7004192231	0.6862921662	0.6862921662
9	0.6919413251	0.6863280201	0.7004499598	0.6863280198	0.6863280198
10	0.6918210925	0.6865496064	0.6990173583	0.6865496061	0.6865496061
11	0.6917005831	0.686357644	0.6982409203	0.6863576437	0.6863576437
12	0.6915800206	0.686535751	0.6988155646	0.6865357507	0.6865357507
13	0.6914602228	0.6868385313	0.6985690021	0.686838531	0.686838531
14	0.691340888	0.6869290607	0.7002728892	0.6869290604	0.6869290604
15	0.691220267	0.6868101504	0.699334749	0.6868101501	0.6868101501
16	0.6911004648	0.6867632921	0.6989946398	0.6867632918	0.6867632918
17	0.6909820515	0.6868214153	0.7001452647	0.686821415	0.686821415
18	0.6908633682	0.6865616896	0.6999281026	0.6865616893	0.6865616893
19	0.690746142	0.6866113969	0.7004920559	0.6866113965	0.6866113965
20	0.6906289753	0.6866250383	0.7002421524	0.6866250379	0.6866250379
21	0.6905111897	0.6866330501	0.6997844416	0.6866330498	0.6866330498
22	0.6903917403	0.6865727718	0.7002094111	0.6865727714	0.6865727714
23	0.6902749173	0.6865526826	0.7001512784	0.6865526822	0.6865526822
24	0.6901550162	0.686589356	0.6999508211	0.6865893556	0.6865893556
25	0.6900378005	0.6865767707	0.7006116621	0.6865767703	0.6865767703
26	0.6899202509	0.6864973037	0.7000563953	0.6864973034	0.6864973034
27	0.6898020094	0.6864577081	0.7007873963	0.6864577077	0.6864577077
28	0.6896839462	0.6865325036	0.701052	0.6865325033	0.6865325033
29	0.6895661465	0.6865954539	0.7007165681	0.6865954536	0.6865954536
30	0.6894487363	0.6866181616	0.700751314	0.6866181612	0.6866181612
31	0.6893321202	0.6865887353	0.7005067561	0.686588735	0.686588735
32	0.6892140467	0.6865871639	0.7012090249	0.6865871635	0.6865871635
33	0.6890962894	0.6866627274	0.7007980874	0.6866627271	0.6866627271
34	0.6889796607	0.6865479214	0.7008194695	0.686547921	0.686547921
35	0.6888629248	0.6867150582	0.7003443857	0.6867150578	0.6867150578
36	0.6887470688	0.686652191	0.7010466544	0.6866521906	0.6866521906
37	0.6886309949	0.6867227629	0.7010566773	0.6867227626	0.6867227626
38	0.6885143715	0.6867293153	0.7005328155	0.686729315	0.686729315
39	0.6883995372	0.6866381454	0.7002521753	0.6866381451	0.6866381451
40	0.6882847405	0.6865516454	0.7005936209	0.686551645	0.686551645
41	0.6881717204	0.6866229894	0.7006544263	0.6866229891	0.6866229891
42	0.6880552503	0.686640847	0.7005956255	0.6866408467	0.6866408467
43	0.68794055	0.6866131733	0.7005094288	0.6866131729	0.6866131729
44	0.6878254297	0.6865806239	0.7008020965	0.6865806235	0.6865806235
45	0.6877108561	0.6866771451	0.7013252901	0.6866771447	0.6866771447
46	0.6875953386	0.6866549091	0.7011856382	0.6866549087	0.6866549087
47	0.687482065	0.6866474537	0.7015738572	0.6866474533	0.6866474533
48	0.6873664845	0.6866975257	0.7018070558	0.6866975253	0.6866975253
49	0.6872510012	0.6866318754	0.7014676148	0.6866318751	0.6866318751
50	0.6871372554	0.6866858426	0.7012143704	0.6866858422	0.6866858422
51	0.6870232558	0.6867128216	0.7012217205	0.6867128213	0.6867128213
52	0.6869089101	0.6866445751	0.7010961006	0.6866445748	0.6866445748
53	0.6867936476	0.6866357838	0.7014395508	0.6866357834	0.6866357834
54	0.6866816301	0.6866534957	0.7011689334	0.6866534954	0.6866534954
55	0.6865681505	0.6866407203	0.7012370889	0.6866407199	0.6866407199
56	0.6864537814	0.6866840571	0.701464942	0.6866840568	0.6866840568
57	0.6863410735	0.6866675223	0.7011101326	0.686667522	0.686667522
58	0.6862286783	0.6866575037	0.7013032398	0.6866575033	0.6866575033
59	0.6861158199	0.6866213406	0.7013847591	0.6866213403	0.6866213403
60	0.6860047244	0.6867005179	0.70118497	0.6867005175	0.6867005175
61	0.6858915596	0.6866969338	0.7012277342	0.6866969335	0.6866969335
62	0.6857777829	0.6867341546	0.7012257296	0.6867341543	0.6867341543
63	0.6856652909	0.6867435617	0.7013206128	0.6867435613	0.6867435613
64	0.685551585	0.6867439395	0.7014482372	0.6867439392	0.6867439392
65	0.6854384962	0.6867486661	0.7015204019	0.6867486657	0.6867486657
66	0.6853261833	0.6866486053	0.7014208414	0.6866486049	0.6866486049
67	0.6852151402	0.6866994288	0.7011829654	0.6866994285	0.6866994285
68	0.6851022481	0.6867300841	0.7012464436	0.6867300838	0.6867300838
69	0.6849908085	0.6867201296	0.7009531077	0.6867201293	0.6867201293
70	0.6848788335	0.686682168	0.7008268196	0.6866821677	0.6866821677
71	0.6847682437	0.6867592964	0.7010393043	0.686759296	0.686759296
72	0.6846559808	0.6867566005	0.701090755	0.6867566002	0.6867566002
73	0.6845471011	0.6867681873	0.7008582246	0.686768187	0.686768187
74	0.6844373171	0.6867050691	0.7007914055	0.6867050688	0.6867050688
75	0.6843261176	0.6867428077	0.700733941	0.6867428074	0.6867428074
76	0.6842164828	0.6866985291	0.7003844771	0.6866985288	0.6866985288
77	0.6841068055	0.6867395348	0.7003330264	0.6867395345	0.6867395345
78	0.6839972151	0.686789452	0.7006223531	0.6867894517	0.6867894517
79	0.6838888237	0.6866838703	0.7002094111	0.68668387	0.68668387
80	0.6837775072	0.6866490507	0.7003991773	0.6866490503	0.6866490503
81	0.6836687884	0.686660984	0.7003717815	0.6866609837	0.6866609837
82	0.6835598271	0.6866638181	0.7004686692	0.6866638178	0.6866638178
83	0.6834510062	0.6866473517	0.7003537403	0.6866473513	0.6866473513
84	0.6833412025	0.686625184	0.700453969	0.6866251836	0.6866251836
85	0.6832309885	0.6866355418	0.7004025183	0.6866355415	0.6866355415
86	0.6831215008	0.6866066777	0.7004833694	0.6866066774	0.6866066774
87	0.6830131228	0.6865723536	0.7004272413	0.6865723533	0.6865723533
88	0.6829047081	0.6866677356	0.7001726606	0.6866677352	0.6866677352
89	0.6827981979	0.6866967857	0.6999581712	0.6866967854	0.6866967854
90	0.6826901397	0.6866544127	0.7000423633	0.6866544124	0.6866544124
91	0.6825799072	0.6866218708	0.7003985091	0.6866218704	0.6866218704
92	0.682471309	0.686623494	0.7001405874	0.6866234937	0.6866234937
93	0.6823623	0.686639358	0.700275562	0.6866393576	0.6866393576
94	0.6822562121	0.686655808	0.7005949573	0.6866558076	0.6866558076
95	0.6821497654	0.6866447645	0.7002996169	0.6866447641	0.6866447641
96	0.6820438055	0.6866564986	0.6999474802	0.6866564983	0.6866564983
97	0.6819375603	0.6867023083	0.6999401301	0.6867023079	0.6867023079
98	0.6818288803	0.6867345852	0.7000771092	0.6867345848	0.6867345848
99	0.681722922	0.6867324384	0.6999955899	0.686732438	0.686732438
100	0.6816161758	0.6867433987	0.6999240935	0.6867433984	0.6867433984
101	0.6815100263	0.6867283218	0.6999668577	0.6867283214	0.6867283214
102	0.6814037273	0.6867412742	0.7000330086	0.6867412738	0.6867412738
103	0.6812958424	0.6867114371	0.7000697591	0.6867114368	0.6867114368
104	0.6811883497	0.6867014736	0.7000443679	0.6867014733	0.6867014733
105	0.681081651	0.6866967618	0.7000991595	0.6866967615	0.6866967615
106	0.6809755658	0.6866958423	0.7001679832	0.686695842	0.686695842
107	0.6808690845	0.6867154377	0.7001405874	0.6867154373	0.6867154373
108	0.6807638242	0.6867104254	0.7000396905	0.6867104251	0.6867104251
109	0.680657449	0.6867303377	0.6999635168	0.6867303373	0.6867303373
110	0.6805514304	0.6867092368	0.6998753156	0.6867092365	0.6867092365
111	0.6804457593	0.6867122792	0.7000289995	0.6867122789	0.6867122789
112	0.6803394794	0.6866986617	0.7001379146	0.6866986613	0.6866986613
113	0.6802337637	0.6867045785	0.7000430315	0.6867045782	0.6867045782
114	0.6801284311	0.6867266837	0.7000978232	0.6867266833	0.6867266833
115	0.6800229573	0.6867270467	0.7000984914	0.6867270463	0.6867270463
116	0.6799185135	0.6867400839	0.7002000564	0.6867400835	0.6867400835
117	0.6798137453	0.6867624672	0.7002201021	0.6867624669	0.6867624669
118	0.6797102905	0.686735582	0.6999802215	0.6867355817	0.6867355817
119	0.6796059215	0.6867415672	0.700125219	0.6867415669	0.6867415669
120	0.6795013781	0.6867453669	0.7002027292	0.6867453666	0.6867453666
121	0.6793966772	0.6867447569	0.7001592967	0.6867447566	0.6867447566
122	0.679290476	0.6867819242	0.7000443679	0.6867819239	0.6867819239
123	0.679187333	0.6868062	0.7000396905	0.6868061997	0.6868061997
124	0.679083648	0.6867077444	0.7002180976	0.6867077441	0.6867077441
125	0.6789810669	0.6867563972	0.7000396905	0.6867563969	0.6867563969
126	0.6788772745	0.6867229375	0.7001332373	0.6867229371	0.6867229371
