iter	Passed	Remaining
0	597	596526
1	957	477697
2	1725	573418
3	2628	654391
4	3012	599494
5	3523	583805
6	3876	549855
7	4516	560080
8	6147	676872
9	7065	699498
10	8693	781588
11	9107	749837
12	9845	747491
13	10398	732352
14	10789	708524
15	11109	683263
16	11519	666107
17	11844	646158
18	12176	628691
19	12591	616965
20	12907	601724
21	13584	603895
22	14064	597450
23	14498	589617
24	14843	578908
25	15154	567708
26	15593	561945
27	15882	551355
28	16213	542859
29	16612	537132
30	16915	528740
31	17421	527003
32	17774	520850
33	18101	514298
34	18561	511774
35	18883	505669
36	19305	502472
37	19640	497213
38	19965	491965
39	20383	489211
40	20694	484044
41	20982	478607
42	21554	479720
43	21843	474594
44	22140	469880
45	22578	468267
46	22871	463764
47	23150	459144
48	23544	456960
49	23837	452910
50	24131	449039
51	24481	446307
52	24762	442461
53	25058	438992
54	25732	442134
55	26087	439754
56	26518	438712
57	26858	436212
58	27160	433185
59	27564	431850
60	27870	429021
61	28566	432184
62	28923	430184
63	29483	431197
64	29934	430598
65	30332	429254
66	30670	427091
67	30978	424581
68	31343	422907
69	31671	420777
70	31956	418139
71	32335	416764
72	32686	415072
73	32993	412867
74	33599	414393
75	33979	413119
76	34388	412216
77	34698	410158
78	35001	408059
79	35380	406872
80	35697	405016
81	35981	402812
82	36314	401212
83	36616	399298
84	36889	397102
85	37223	395607
86	37903	397771
87	38342	397366
88	38683	395957
89	38991	394247
90	39391	393477
91	39693	391753
92	39977	389884
93	40358	388984
94	40667	387414
95	40964	385752
96	41555	386854
97	41947	386087
98	42363	385547
99	42655	383903
100	42954	382338
101	43305	381258
102	43639	380049
103	43933	378507
104	44314	377726
105	44634	376443
106	44925	374942
107	45443	375329
108	45778	374210
109	46091	372922
110	46496	372392
111	46808	371120
112	47101	369726
113	47503	369196
114	47807	367906
115	48110	366635
116	48512	366120
117	48815	364875
118	49111	363589
119	49678	364307
120	49980	363083
121	50383	362598
122	50700	361497
123	51010	360366
124	51385	359697
125	51676	358453
126	51970	357246
127	52353	356660
128	52666	355600
129	52962	354438
130	53542	355177
131	53969	354889
132	54370	354429
133	54685	353412
134	55007	352454
135	55378	351814
136	55689	350802
137	55980	349672
138	56348	349035
139	56671	348127
140	56967	347058
141	57525	347580
142	57938	347227
143	58401	347164
144	58711	346193
145	59020	345231
146	59420	344799
147	59719	343791
148	60006	342720
149	60430	342438
150	60744	341534
151	61044	340565
152	61595	340988
153	61891	340001
154	62261	339426
155	62603	338698
156	62912	337805
157	63276	337209
158	63615	336482
159	63925	335610
160	64302	335094
161	64625	334299
162	64917	333348
163	65399	333375
164	65870	333342
165	66375	333477
166	66719	332797
167	67045	332034
168	67394	331389
169	68079	332386
170	68676	332941
171	69077	332534
172	70283	335979
173	74423	353299
174	75832	357493
175	76995	360477
176	78360	364353
177	80412	371342
178	81340	373073
179	83076	378461
180	83910	379684
181	84770	381002
182	85936	383660
183	86785	384875
184	87652	386144
185	88558	387561
186	89757	390229
187	90665	391598
188	91469	392496
189	92244	393253
190	92881	393409
191	94082	395930
192	94888	396763
193	95783	397947
194	96693	399169
195	98294	403208
196	99076	403851
197	99950	404849
198	100745	405511
199	101962	407848
200	102789	408600
201	103726	409772
202	104569	410550
203	105763	412685
204	106566	413270
205	107276	413484
206	107997	413729
207	108622	413602
208	109121	412991
209	109982	413744
210	110504	413213
211	110865	412085
212	111335	411366
213	111727	410364
214	112082	409231
215	112566	408576
216	112922	407456
217	113591	407470
218	114064	406777
219	114557	406159
220	114898	405005
221	115367	404304
222	115734	403254
223	116112	402248
224	116609	401653
225	116971	400603
226	117602	400471
227	117972	399449
228	118510	399004
229	118863	397935
230	119381	397422
231	119752	396422
232	120451	396506
233	120812	395478
234	121113	394264
235	121953	394798
236	122478	394308
237	122847	393319
238	123358	392786
239	123724	391792
240	124038	390644
241	124432	389751
242	124757	388648
243	125079	387540
244	125776	387598
245	126296	387102
246	126714	386298
247	127193	385684
248	127681	385095
249	128117	384351
250	128455	383318
251	128784	382264
252	129395	382048
253	129806	381241
254	131467	384091
255	132166	384108
256	132629	383437
257	133106	382811
258	133460	381831
259	133782	380765
260	134195	379964
261	134523	378925
262	134854	377901
263	135261	377093
264	135554	375971
265	135857	374884
266	136265	374093
267	136575	373035
268	136867	371932
269	137544	371879
270	137844	370806
271	138244	370006
272	138564	368998
273	138878	367978
274	139307	367266
275	139602	366203
276	139895	365141
277	140324	364439
278	140619	363393
279	140928	362387
280	141493	362042
281	141805	361049
282	142236	360365
283	142547	359381
284	142845	358367
285	143230	357576
286	143520	356550
287	143797	355500
288	144170	354688
289	144458	353673
290	144744	352659
291	145280	352255
292	145567	351250
293	145856	350253
294	146273	349568
295	146566	348590
296	146859	347615
297	147243	346861
298	147549	345927
299	147841	344964
300	148220	344206
301	148554	343348
302	148858	342424
303	149522	342328
304	149824	341402
305	150247	340758
306	150552	339845
307	150844	338910
308	151227	338181
309	151538	337295
310	151839	336389
