iter	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	BalancedAccuracy:use_weights=true	BalancedAccuracy:use_weights=false
0	0.6914036278	0.6812420021	0.6541095753	0.6812420027	0.6812420027
1	0.6897201316	0.6842477606	0.6904718631	0.6842477604	0.6842477604
2	0.6880506113	0.6846239618	0.6873494064	0.6846239617	0.6846239617
3	0.6863965728	0.6857600203	0.7024719059	0.6857600199	0.6857600199
4	0.6847818906	0.6858940793	0.6967247948	0.6858940791	0.6858940791
5	0.6831892729	0.6857323821	0.6937052396	0.6857323819	0.6857323819
6	0.6816373787	0.6858373282	0.6976569213	0.685837328	0.685837328
7	0.6801046643	0.6853972276	0.700929721	0.6853972272	0.6853972272
8	0.6786312267	0.6857110391	0.698799528	0.6857110388	0.6857110388
9	0.6771585209	0.6856281173	0.6987033085	0.685628117	0.685628117
10	0.6757184568	0.6856081574	0.6959516978	0.6856081571	0.6856081571
11	0.6743132065	0.6856199771	0.6970241444	0.6856199768	0.6856199768
12	0.6729168663	0.6855426298	0.6973542308	0.6855426295	0.6855426295
13	0.6715416509	0.6856281626	0.6973635855	0.6856281623	0.6856281623
14	0.6702001986	0.6859145127	0.6959303157	0.6859145124	0.6859145124
15	0.6688924279	0.6861709944	0.6946113066	0.6861709942	0.6861709942
16	0.6675981581	0.6857702712	0.6959750845	0.685770271	0.685770271
17	0.6663151406	0.6859902886	0.6963024981	0.6859902883	0.6859902883
18	0.6650637255	0.6859352102	0.6963633035	0.6859352099	0.6859352099
19	0.6638459145	0.6860752164	0.6952741521	0.6860752162	0.6860752162
20	0.6626504305	0.6861566022	0.6967214539	0.6861566019	0.6861566019
21	0.6614625952	0.6861714545	0.6968263599	0.6861714542	0.6861714542
22	0.6602959339	0.6863348886	0.698488151	0.6863348883	0.6863348883
23	0.6591565054	0.6864802396	0.6989672439	0.6864802393	0.6864802393
24	0.6580407026	0.6863583248	0.6995819797	0.6863583244	0.6863583244
25	0.6569606573	0.686394375	0.6988797109	0.6863943747	0.6863943747
26	0.6558896188	0.6863426987	0.6997577139	0.6863426984	0.6863426984
27	0.6548287008	0.6866046009	0.7003103079	0.6866046005	0.6866046005
28	0.6537890993	0.6864052687	0.6982369111	0.6864052685	0.6864052685
29	0.6527731726	0.6865416769	0.7015624979	0.6865416765	0.6865416765
30	0.6517730903	0.6865970517	0.7009310574	0.6865970513	0.6865970513
31	0.650800224	0.6866161753	0.7010085675	0.686616175	0.686616175
32	0.649848294	0.6866049902	0.7012277342	0.6866049899	0.6866049899
33	0.648905744	0.6865910722	0.7011809608	0.6865910719	0.6865910719
34	0.6479793917	0.6865858262	0.7014956788	0.6865858259	0.6865858259
35	0.6470780116	0.6866335983	0.7013720635	0.6866335979	0.6866335979
36	0.6461772421	0.6866543789	0.7021718881	0.6866543786	0.6866543786
37	0.6452937158	0.6866785016	0.7018919161	0.6866785013	0.6866785013
38	0.6444535015	0.6866220905	0.7012451072	0.6866220902	0.6866220902
39	0.6436040665	0.6865429075	0.7010499954	0.6865429072	0.6865429072
40	0.6427710014	0.6865110545	0.7010900869	0.6865110542	0.6865110542
41	0.6419321322	0.6864983326	0.7012711666	0.6864983323	0.6864983323
42	0.6411214422	0.6866005106	0.7011983338	0.6866005102	0.6866005102
43	0.6403233208	0.6867210861	0.7012016748	0.6867210858	0.6867210858
44	0.6395465132	0.6865683481	0.7013506814	0.6865683477	0.6865683477
45	0.6387791844	0.6865950785	0.70164669	0.6865950782	0.6865950782
46	0.6380266319	0.6865555323	0.7017642916	0.6865555319	0.6865555319
47	0.6372917079	0.6865400092	0.7014395508	0.6865400088	0.6865400088
48	0.6365607856	0.6865911685	0.7020061768	0.6865911681	0.6865911681
49	0.6358508921	0.6866611453	0.7020997235	0.6866611449	0.6866611449
50	0.6351336332	0.6867068554	0.701930003	0.686706855	0.686706855
51	0.6344371238	0.6867070653	0.7016553765	0.6867070649	0.6867070649
52	0.6337617121	0.6867034499	0.7017756509	0.6867034496	0.6867034496
53	0.6330877115	0.6867788793	0.7019426986	0.686778879	0.686778879
54	0.6324305343	0.6866855849	0.7017709735	0.6866855845	0.6866855845
55	0.6317840927	0.6867778068	0.7017362276	0.6867778064	0.6867778064
56	0.6311525167	0.6867473968	0.7020469364	0.6867473964	0.6867473964
57	0.6305219384	0.6867569734	0.7022126478	0.686756973	0.686756973
58	0.6298908827	0.6866899929	0.7022233388	0.6866899925	0.6866899925
59	0.6292869073	0.6866835747	0.7021692154	0.6866835744	0.6866835744
60	0.6286949415	0.6867049242	0.7019687581	0.6867049238	0.6867049238
61	0.6281110055	0.6865932026	0.7014669466	0.6865932022	0.6865932022
62	0.6275401647	0.6866870263	0.7023730136	0.6866870259	0.6866870259
63	0.6269720105	0.6867259996	0.7025293703	0.6867259992	0.6867259992
