iter	Passed	Remaining
0	784	626815
1	1185	472899
2	1687	448252
3	2067	411444
4	2593	412405
5	2942	389454
6	3437	389397
7	3827	378919
8	4172	366731
9	4966	392377
10	5445	390568
11	5781	379654
12	6164	373175
13	6759	379488
14	7194	376498
15	7727	378667
16	8407	387250
17	8791	381926
18	9125	375115
19	9733	379613
20	10208	378695
21	10717	379018
22	11098	374943
23	11562	373845
24	11957	370693
25	12692	377847
26	13053	373721
27	13632	375876
28	13971	371440
29	14427	370294
30	14842	368178
31	15169	364075
32	15789	366994
33	16140	363643
34	16603	362897
35	16943	359586
36	17488	360645
37	17826	357464
38	18662	364156
39	18983	360685
40	19775	366093
41	20125	363225
42	20614	362908
43	21037	361465
44	21635	362996
45	22007	360731
46	22605	362171
47	23078	361567
48	23744	363925
49	24164	362462
50	24783	363977
51	25333	364410
52	25820	363921
53	26160	361396
54	26615	360520
55	26926	357737
56	27564	359305
57	28130	359879
58	28706	360530
59	29061	358427
60	29534	357804
61	29883	355705
62	30196	353253
63	30623	352171
64	31084	351490
65	31517	350515
66	31842	348363
67	32151	346098
68	32565	345005
69	32871	342801
70	33156	340433
71	33566	339399
72	33887	337484
73	34204	335569
74	34846	336848
75	35167	335019
76	35643	334674
77	35994	333180
78	36401	332225
79	36745	330707
80	37071	329063
81	37488	328256
82	37887	327291
83	38633	329304
84	38963	327747
85	39399	327110
86	39717	325500
87	40011	323726
88	40455	323188
89	40782	321727
90	41126	320423
91	41411	318690
92	41944	318870
93	42762	321174
94	43451	322452
95	44013	322765
96	44496	322484
97	44825	321097
98	45351	321127
99	45702	319919
100	46174	319561
101	46645	319198
102	46979	317907
103	47403	317239
104	47730	315932
105	48044	314552
106	48526	314289
107	48884	313223
108	49192	311856
109	49736	311981
110	50047	310656
111	50478	310081
112	50798	308839
113	51103	307520
114	51498	306749
115	51858	305784
116	52209	304781
117	52608	304057
118	52961	303083
119	53532	303350
120	53834	302096
121	54131	300827
122	54486	299897
123	54792	298705
124	55109	297588
125	55534	297067
126	55908	296272
127	56308	295621
128	56821	295559
129	57163	294609
130	57668	294507
131	58062	293832
132	58560	293680
133	58957	293030
134	59464	292918
135	59935	292626
136	60615	293343
137	60997	292611
138	61503	292473
139	61869	291671
140	62183	290632
141	62689	290489
142	63060	289727
143	63591	289696
144	64172	289882
145	64624	289481
146	65097	289176
147	65733	289583
148	66071	288675
