iter	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	BalancedAccuracy:use_weights=true	BalancedAccuracy:use_weights=false
0	0.6861789404	0.8128930426	0.7658762449	0.8128930425	0.8128930425
1	0.6794065809	0.8187721471	0.782959339	0.8187721471	0.8187721471
2	0.6729869114	0.8197469454	0.7874023413	0.8197469453	0.8197469453
3	0.6665020403	0.8213249838	0.7907969947	0.8213249838	0.8213249838
4	0.6601104035	0.8213577375	0.7919601627	0.8213577375	0.8213577375
5	0.6538641352	0.8211815464	0.7915857524	0.8211815464	0.8211815464
6	0.6478818097	0.8223401454	0.793278087	0.8223401454	0.8223401454
7	0.6421048986	0.8224856705	0.7940818211	0.8224856705	0.8224856705
8	0.6364210128	0.8228134227	0.7947283029	0.8228134227	0.8228134227
9	0.6308355737	0.8228351284	0.7953872651	0.8228351283	0.8228351283
10	0.6253707471	0.8224182667	0.7939220727	0.8224182666	0.8224182666
11	0.6199479257	0.8220476809	0.7928887003	0.8220476808	0.8220476808
12	0.6148327719	0.8220855622	0.7925692035	0.8220855621	0.8220855621
13	0.6098580594	0.8222175969	0.792476849	0.8222175969	0.8222175969
14	0.6050410863	0.8221726796	0.7936749619	0.8221726796	0.8221726796
15	0.6004347737	0.8223758394	0.7930709133	0.8223758394	0.8223758394
16	0.5957276555	0.8222643988	0.7931033622	0.8222643987	0.8222643987
17	0.5912110063	0.8225986969	0.7942265931	0.8225986969	0.8225986969
18	0.5869293706	0.8226578018	0.7955145646	0.8226578018	0.8226578018
19	0.5826280923	0.822765087	0.7946609091	0.8227650869	0.8227650869
20	0.5783532329	0.8225000932	0.7947083344	0.8225000931	0.8225000931
21	0.5744458977	0.8224477215	0.7944786961	0.8224477215	0.8224477215
22	0.5705465924	0.8224736065	0.7947382872	0.8224736065	0.8224736065
23	0.5668122782	0.8225445961	0.7943813494	0.8225445961	0.8225445961
24	0.5632336306	0.8222499363	0.7945111449	0.8222499363	0.8222499363
25	0.5595783795	0.8220325053	0.7935202057	0.8220325052	0.8220325052
26	0.5559855887	0.8221153995	0.7938821356	0.8221153995	0.8221153995
27	0.5524665453	0.822094152	0.793495245	0.822094152	0.822094152
28	0.5490068392	0.8221283878	0.7933629533	0.8221283878	0.8221283878
29	0.5458410362	0.8222010388	0.7926989991	0.8222010388	0.8222010388
30	0.5426266801	0.8224750289	0.7931133465	0.8224750288	0.8224750288
31	0.5395102899	0.822293997	0.7930983701	0.822293997	0.822293997
32	0.5364913377	0.8223949076	0.7931632679	0.8223949075	0.8223949075
33	0.5334743549	0.8222483745	0.7931133465	0.8222483745	0.8222483745
34	0.5306420559	0.8222834669	0.7931957167	0.8222834669	0.8222834669
35	0.5277547994	0.8226456501	0.7938846317	0.8226456501	0.8226456501
36	0.5249266306	0.8224742241	0.7936350248	0.822474224	0.822474224
37	0.5222088439	0.8225891071	0.7936475052	0.822589107	0.822589107
38	0.519507602	0.8227357676	0.7939495295	0.8227357676	0.8227357676
39	0.516813543	0.8227191418	0.7942490577	0.8227191417	0.8227191417
40	0.5141327152	0.8231304575	0.7948905474	0.8231304575	0.8231304575
41	0.5115787465	0.8233382987	0.7953023987	0.8233382987	0.8233382987
42	0.5091899313	0.8233471754	0.7951052093	0.8233471753	0.8233471753
43	0.5066952015	0.8233941884	0.795092729	0.8233941883	0.8233941883
44	0.5043394364	0.8233730604	0.7953648004	0.8233730604	0.8233730604
45	0.5020064156	0.8233722636	0.7954796196	0.8233722636	0.8233722636
46	0.4998842032	0.8234719869	0.7953098869	0.8234719868	0.8234719868
47	0.4976512037	0.8236269225	0.7957042658	0.8236269225	0.8236269225
48	0.4955629828	0.8237120041	0.7959538727	0.823712004	0.823712004
49	0.4934742802	0.8238288035	0.7961635424	0.8238288034	0.8238288034
50	0.4915007035	0.8237455706	0.7961885031	0.8237455705	0.8237455705
51	0.4895343623	0.8236214802	0.7963532436	0.8236214802	0.8236214802
52	0.4876369422	0.8236529948	0.7965454409	0.8236529948	0.8236529948
53	0.4858002654	0.8236647122	0.7966827247	0.8236647122	0.8236647122
54	0.483939595	0.8236284923	0.7966952051	0.8236284923	0.8236284923
55	0.4820692537	0.8237249685	0.796655268	0.8237249685	0.8237249685
56	0.48036074	0.8235963084	0.7968699299	0.8235963083	0.8235963083
57	0.4785308118	0.8237265542	0.7968324888	0.8237265542	0.8237265542
58	0.4768164186	0.8238947332	0.7972118913	0.8238947331	0.8238947331
59	0.4751870129	0.8238542741	0.7972942615	0.8238542741	0.8238542741
60	0.4735535907	0.8239901496	0.7971894267	0.8239901496	0.8239901496
61	0.4719470845	0.8239996797	0.7974390335	0.8239996797	0.8239996797
62	0.470363922	0.8241060167	0.7976686718	0.8241060166	0.8241060166
63	0.4689051341	0.8241508424	0.7977685146	0.8241508423	0.8241508423
64	0.4673976973	0.8241701735	0.7979582158	0.8241701734	0.8241701734
65	0.465967941	0.8241442207	0.7977760028	0.8241442207	0.8241442207
66	0.464551233	0.8241816956	0.7979207748	0.8241816956	0.8241816956
67	0.4632485936	0.8241239573	0.797855877	0.8241239573	0.8241239573
68	0.4619377584	0.8242284377	0.798217807	0.8242284376	0.8242284376
69	0.4605430411	0.8242524063	0.7982802087	0.8242524063	0.8242524063
70	0.4593039698	0.8242395614	0.7982377755	0.8242395614	0.8242395614
71	0.4580413179	0.8243079574	0.7984574295	0.8243079573	0.8243079573
72	0.4568704203	0.8243658311	0.7983675711	0.8243658311	0.8243658311
73	0.4556844508	0.824344508	0.7984649178	0.8243445079	0.8243445079
74	0.4544852315	0.8243785406	0.7985647605	0.8243785405	0.8243785405
75	0.453281809	0.8244052224	0.7987095325	0.8244052224	0.8244052224
76	0.4522033932	0.824348281	0.7985298155	0.8243482809	0.8243482809
77	0.4511228059	0.8243437789	0.7985023588	0.8243437788	0.8243437788
78	0.4500684439	0.8244403148	0.7987919028	0.8244403148	0.8244403148
79	0.4489504029	0.8245940632	0.7989516511	0.8245940632	0.8245940632
80	0.4478310712	0.8248279329	0.7990614782	0.8248279328	0.8248279328
81	0.4468247812	0.8248850098	0.7990864389	0.8248850098	0.8248850098
82	0.4458236149	0.8248932172	0.7992561715	0.8248932171	0.8248932171
83	0.44483541	0.8248935478	0.7992761401	0.8248935478	0.8248935478
84	0.4438836716	0.8249293693	0.7993210693	0.8249293693	0.8249293693
85	0.4429241824	0.8249693622	0.7993734868	0.8249693622	0.8249693622
86	0.442031805	0.8249347958	0.7994858098	0.8249347957	0.8249347957
87	0.4411351606	0.825022726	0.7996630307	0.8250227259	0.8250227259
88	0.4402248723	0.8251929647	0.7996780071	0.8251929647	0.8251929647
89	0.4393946471	0.8250745717	0.7996979757	0.8250745717	0.8250745717
90	0.4385631277	0.8252317624	0.7999026533	0.8252317623	0.8252317623
91	0.4376856014	0.8252514919	0.800034945	0.8252514919	0.8252514919
92	0.4368634664	0.82530678	0.8001148192	0.8253067799	0.8253067799
