iter	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	BalancedAccuracy:use_weights=true	BalancedAccuracy:use_weights=false
0	0.6931136029	0.6815832915	0.6510779926	0.6815832922	0.6815832922
1	0.6930799181	0.6854873685	0.6999955899	0.6854873682	0.6854873682
2	0.6930459003	0.6856024404	0.700870252	0.6856024401	0.6856024401
3	0.6930121674	0.6858566306	0.6944275541	0.6858566304	0.6858566304
4	0.6929786693	0.6858165979	0.6914133443	0.6858165978	0.6858165978
5	0.6929447098	0.6858775075	0.6960525947	0.6858775073	0.6858775073
6	0.6929106551	0.6857496412	0.6975025692	0.6857496409	0.6857496409
7	0.6928773861	0.6856116278	0.697008776	0.6856116275	0.6856116275
8	0.6928438232	0.685723827	0.6946908213	0.6857238268	0.6857238268
9	0.6928103806	0.6858625861	0.6974284	0.6858625858	0.6858625858
10	0.6927766159	0.6859047154	0.6966385982	0.6859047151	0.6859047151
11	0.6927427451	0.686476849	0.7020496092	0.6864768486	0.6864768486
12	0.6927088296	0.6861525727	0.7008956433	0.6861525724	0.6861525724
13	0.6926750967	0.686063404	0.7004847058	0.6860634036	0.6860634036
14	0.6926414666	0.6861744103	0.7003858135	0.68617441	0.68617441
15	0.6926072524	0.6864966623	0.7063099952	0.6864966618	0.6864966618
16	0.6925735826	0.6865074367	0.7032623759	0.6865074363	0.6865074363
17	0.6925403534	0.6864506683	0.7030097997	0.6864506679	0.6864506679
18	0.6925067269	0.686364696	0.7013072489	0.6863646956	0.6863646956
19	0.692472717	0.6864600738	0.7034361056	0.6864600733	0.6864600733
20	0.6924391096	0.6864935319	0.7036739816	0.6864935315	0.6864935315
21	0.6924053332	0.6864539527	0.7042005161	0.6864539523	0.6864539523
22	0.6923719413	0.686453081	0.7039873632	0.6864530806	0.6864530806
23	0.6923386355	0.6864194557	0.7047364053	0.6864194553	0.6864194553
24	0.692304954	0.6864504502	0.70494154	0.6864504497	0.6864504497
25	0.692271481	0.6864606327	0.7044243601	0.6864606322	0.6864606322
26	0.6922382134	0.6865326344	0.7042466213	0.686532634	0.686532634
27	0.6922049621	0.6864709222	0.7041330288	0.6864709217	0.6864709217
28	0.6921712374	0.6864725018	0.7048834073	0.6864725013	0.6864725013
29	0.6921377585	0.6864763344	0.7045519846	0.686476334	0.686476334
30	0.6921046012	0.6865483378	0.704042823	0.6865483374	0.6865483374
31	0.6920710588	0.6864767115	0.7032904399	0.686476711	0.686476711
32	0.692037405	0.6865600037	0.7034508058	0.6865600033	0.6865600033
33	0.6920040713	0.6864272643	0.70322763	0.6864272639	0.6864272639
34	0.6919705943	0.6864718244	0.7028795024	0.686471824	0.686471824
35	0.6919375288	0.6864789003	0.7026950817	0.6864788999	0.6864788999
36	0.691904362	0.6865431997	0.7028627977	0.6865431993	0.6865431993
37	0.6918704674	0.6864680815	0.7022520711	0.6864680811	0.6864680811
38	0.6918373001	0.6864851357	0.7022199979	0.6864851353	0.6864851353
39	0.6918045554	0.6865663404	0.7028066696	0.68656634	0.68656634
40	0.6917713443	0.6864801951	0.7016961361	0.6864801947	0.6864801947
41	0.6917382853	0.6865602515	0.7017729781	0.6865602511	0.6865602511
42	0.6917051291	0.6864609463	0.7019286666	0.686460946	0.686460946
43	0.691671841	0.6865872453	0.7019072845	0.686587245	0.686587245
44	0.6916382493	0.6865605816	0.7021825792	0.6865605812	0.6865605812
45	0.6916047359	0.6865668392	0.7018979298	0.6865668388	0.6865668388
46	0.6915712558	0.6865549742	0.7021652062	0.6865549738	0.6865549738
47	0.6915380843	0.6865738361	0.7020729959	0.6865738357	0.6865738357
48	0.6915046279	0.6866119615	0.7018752113	0.6866119612	0.6866119612
49	0.6914711642	0.6865823105	0.7017783236	0.6865823101	0.6865823101
50	0.6914377825	0.6865913949	0.7015270838	0.6865913945	0.6865913945
