iter	Passed	Remaining
0	461	91813
1	1019	100893
2	1413	92809
3	2163	106006
4	2803	109341
5	3197	103399
6	3579	98705
7	4111	98664
8	4482	95123
9	5023	95441
10	5417	93080
11	6133	96091
12	6536	94026
13	7065	93866
14	7454	91943
15	7940	91320
16	8331	89690
17	8874	89730
18	9263	88245
19	10155	91395
20	10549	89925
21	11038	89308
22	11407	87790
23	11901	87274
24	12305	86139
25	12879	86194
26	13352	85553
27	13889	85318
28	14297	84303
29	14804	83894
30	15270	83249
31	15788	82891
32	16271	82343
33	17242	84182
34	17856	84179
35	18319	83455
36	18844	83019
37	19289	82234
38	19784	81672
39	20225	80903
40	21105	81849
41	22097	83130
42	22558	82364
43	23407	82991
44	24161	83224
45	25185	84315
46	25825	84070
47	26326	83367
48	26900	82897
49	27290	81870
50	27914	81553
51	28495	81101
52	29630	82183
53	30558	82621
54	31121	82047
55	31767	81687
56	32200	80784
57	32784	80264
58	33334	79664
59	33845	78972
60	34217	77971
61	34617	77052
62	35117	76366
63	35504	75447
64	35971	74709
65	36330	73762
66	37077	73600
67	37561	72913
68	38054	72248
69	38424	71358
70	38878	70638
71	39244	69768
72	39646	68973
73	40144	68354
74	40924	68207
75	41296	67378
76	41805	66780
77	42244	66074
78	42646	65318
79	43122	64684
80	43562	63998
81	44427	63932
82	45122	63606
83	45595	62965
84	46240	62560
85	46794	62030
86	47295	61429
87	48323	61503
88	49076	61207
89	49475	60470
90	50038	59935
91	50585	59383
92	51397	59134
93	52235	58903
94	52707	58255
95	53070	57492
96	53394	56696
97	53784	55979
98	54113	55207
99	54410	54410
100	54797	53712
101	55113	52952
102	55422	52194
103	56020	51710
104	56313	50950
105	56694	50276
106	57096	49626
107	57468	48954
108	57852	48298
109	58154	47580
110	58449	46864
111	58862	46249
112	59217	45592
113	59798	45110
114	60108	44427
115	60483	43798
116	61033	43297
117	61358	42639
118	62108	42275
119	62497	41664
120	63083	41186
121	63446	40564
122	63835	39961
123	64145	39315
124	64530	38718
125	64987	38167
126	65358	37567
127	65867	37050
128	66397	36544
129	66963	36057
130	67311	35454
131	67717	34884
132	68059	34285
133	68358	33668
134	68672	33064
135	69028	32483
136	69355	31893
137	69709	31318
138	70063	30747
139	70764	30327
140	71170	29780
141	71480	29196
142	71915	28665
143	72223	28087
144	72546	27517
145	72967	26988
146	73353	26447
147	74026	26009
148	74362	25452
149	74868	24956
150	75258	24421
151	75659	23892
152	76059	23364
153	76429	22829
154	76837	22307
155	77160	21763
156	77538	21236
157	78152	20774
158	78535	20251
159	78975	19743
160	79321	19214
161	79780	18713
162	80208	18206
163	80614	17695
164	81152	17214
165	81893	16773
166	82402	16283
167	83014	15812
168	83356	15290
169	83936	14812
170	84456	14323
171	85327	13890
172	85876	13402
173	86487	12923
174	87248	12464
175	87648	11952
176	88297	11473
177	89098	11012
178	89558	10506
179	90342	10038
180	90998	9552
181	91516	9051
182	92130	8558
183	92872	8075
184	93768	7602
185	94288	7096
186	94868	6595
187	95287	6082
188	95824	5577
189	96409	5074
190	97386	4588
191	98318	4096
192	98939	3588
193	99300	3071
194	99742	2557
195	100310	2047
196	100802	1535
197	101175	1021
198	101548	510
199	102028	0
