iter	Passed	Remaining
0	149	29765
1	284	28134
2	420	27622
3	553	27116
4	688	26870
5	851	27517
6	1003	27671
7	1150	27621
8	1313	27876
9	1444	27451
10	1572	27023
11	1711	26811
12	1845	26545
13	1985	26376
14	2136	26350
15	2243	25795
16	2378	25606
17	2513	25418
18	2641	25159
19	2758	24830
20	2949	25140
21	3097	25057
22	3265	25126
23	3402	24954
24	3519	24639
25	3639	24359
26	3757	24077
27	3876	23814
28	4008	23636
29	4155	23549
30	4300	23445
31	4429	23253
32	4550	23030
33	4668	22794
34	4788	22572
35	4905	22349
36	5076	22364
37	5222	22264
38	5388	22246
39	5544	22178
40	5668	21984
41	5813	21868
42	5952	21734
43	6094	21606
44	6248	21523
45	6389	21391
46	6528	21253
47	6660	21091
48	6785	20910
49	6909	20727
50	7027	20532
51	7226	20568
52	7387	20489
53	7556	20429
54	7713	20334
55	7854	20196
56	8002	20077
57	8166	19994
58	8301	19838
59	8445	19706
60	8566	19519
61	8666	19289
62	8784	19103
63	8913	18941
64	8993	18677
65	9100	18476
66	9224	18312
67	9418	18283
68	9574	18178
69	9743	18094
70	9890	17970
71	10035	17840
72	10177	17706
73	10324	17578
74	10468	17447
75	10633	17348
76	10758	17185
77	10874	17008
78	11007	16859
79	11140	16711
80	11230	16499
81	11424	16440
82	11572	16312
83	11728	16196
84	11871	16061
85	12001	15909
86	12135	15762
87	12284	15635
88	12402	15468
89	12557	15348
90	12702	15214
91	12798	15023
92	12938	14886
93	13077	14746
94	13212	14603
95	13381	14496
96	13538	14376
97	13704	14263
98	13849	14129
99	13992	13992
100	14135	13855
101	14225	13667
102	14313	13480
103	14452	13341
104	14592	13202
105	14711	13045
106	14828	12888
107	14944	12730
108	15062	12574
109	15182	12422
110	15306	12272
111	15495	12174
112	15643	12043
113	15736	11871
114	15901	11753
115	16033	11610
116	16154	11459
117	16287	11318
118	16426	11181
119	16568	11045
120	16697	10901
121	16840	10766
122	16987	10634
123	17128	10498
124	17275	10365
125	17461	10255
126	17613	10124
127	17787	10005
128	17938	9873
129	18080	9735
130	18217	9595
131	18351	9453
132	18493	9316
133	18652	9186
134	18791	9047
135	18916	8901
136	19039	8755
137	19158	8607
138	19282	8462
139	19416	8321
140	19609	8205
141	19739	8062
142	19914	7937
143	20062	7802
144	20208	7665
145	20353	7528
146	20495	7389
147	20639	7251
148	20785	7114
149	20913	6971
150	21049	6830
151	21182	6689
152	21324	6550
153	21460	6410
154	21643	6283
155	21801	6149
156	21966	6016
157	22103	5875
158	22245	5736
159	22387	5596
160	22517	5454
161	22633	5309
162	22768	5168
163	22904	5027
164	23045	4888
165	23181	4748
166	23319	4608
167	23511	4478
168	23665	4341
169	23819	4203
170	23975	4066
171	24109	3924
172	24249	3784
173	24391	3644
174	24516	3502
175	24635	3359
176	24779	3219
177	24893	3076
178	25008	2933
179	25136	2792
180	25280	2653
181	25420	2514
182	25619	2379
183	25774	2241
184	25942	2103
185	26077	1962
186	26218	1822
187	26348	1681
188	26477	1541
189	26598	1399
190	26737	1259
191	26852	1118
192	26969	978
193	27097	838
194	27217	697
195	27340	557
196	27463	418
197	27588	278
198	27790	139
199	27954	0
